"prodcode"	"productname"	"formulation"	"route"	"ingredient"	"strength"	"bnftext"	"Psychotropic"	"group"
"27148"	"Orap 10mg Tablet (Janssen-Cilag Ltd)"	"Tablet"	"Oral"	"Pimozide"	"10mg"	"Antipsychotic Products"	"Pimozide"	"Antipsychotics"
"3353"	"L-TRYPTOPHAN 500 MG CAP"	NA	NA	"Tryptophan"	NA	"Unknown"	"Tryptophan"	"Antidepressants"
"69725"	"Sertraline 50mg tablets (Crescent Pharma Ltd)"	"Oral tablet"	"Oral"	"Sertraline"	"50mg"	"Selective Serotonin Re-Uptake Inhibitors (SSRI)"	"Sertraline"	"Antidepressants"
"80541"	"Venlalic XL 300mg tablets (Ethypharm UK Ltd)"	"Modified-release tablet"	"Oral"	"Venlafaxine"	"300mg"	"Other Antidepressants"	"Venlafaxine"	"Antidepressants"
"67904"	"Lamotrigine 50mg tablets (Bristol Laboratories Ltd)"	"Oral tablet"	"Oral"	"Lamotrigine"	"50mg"	"Products Used In Psychoses And Related Disorders/Control Of Epilepsy"	"Lamotrigine"	"Mood Stabilisers"
"67935"	"Imipramine 10mg tablets (Almus Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Imipramine"	"10mg"	"Tricyclic And Related Antidepressants/Nocturnal Enuresis"	"Imipramine"	"Antidepressants"
"84748"	"Amitriptyline 25mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)"	"Oral solution"	"Oral"	"Amitriptyline"	"5mg/1ml"	"Tricyclic And Related Antidepressants/Neuropathic Pain/Prophylaxis Of Migraine"	"Amitriptyline"	"Antidepressants"
"82566"	"Seroquel 25mg tablets (Waymade Healthcare Plc)"	"Oral tablet"	"Oral"	"Quetiapine"	"25mg"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"	"Antipsychotics"
"54012"	"Mirtazapine 15mg orodispersible tablets sugar free (Sandoz Ltd)"	"Orodispersible tablet"	"Oral"	"Mirtazapine"	"15mg"	"Other Antidepressants"	"Mirtazapine"	"Antidepressants"
"6795"	"Mirtazapine 15mg tablets"	"Oral tablet"	"Oral"	"Mirtazapine"	"15mg"	"Other Antidepressants"	"Mirtazapine"	"Antidepressants"
"12353"	"Aventyl 25mg Capsule (Eli Lilly and Company Ltd)"	"Capsule"	"Oral"	"Nortriptyline"	"25mg"	"Tricyclic And Related Antidepressants/Neuropathic Pain"	"Nortriptyline"	"Antidepressants"
"77377"	"Zispin 30mg tablets (Dowelhurst Ltd)"	"Oral tablet"	"Oral"	"Mirtazapine"	"30mg"	"Other Antidepressants"	"Mirtazapine"	"Antidepressants"
"90094"	"Zyprexa 15mg tablets (Dowelhurst Ltd)"	"Oral tablet"	"Oral"	"Olanzapine"	"15mg"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"	"Antipsychotics"
"83330"	"Quetiapine 300mg tablets (DE Pharmaceuticals)"	"Oral tablet"	"Oral"	"Quetiapine"	"300mg"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"	"Antipsychotics"
"3348"	"Chlorpromazine 50mg tablets"	"Oral tablet"	"Oral"	"Chlorpromazine"	"50mg"	"First-Generation Antipsychotic Drugs"	"Chlorpromazine"	"Antipsychotics"
"40049"	"ViePax XL 150mg tablets (Dexcel-Pharma Ltd)"	"Modified-release tablet"	"Oral"	"Venlafaxine"	"150mg"	"Other Antidepressants"	"Venlafaxine"	"Antidepressants"
"84538"	"Sertraline 100mg tablets (Dowelhurst Ltd)"	"Oral tablet"	"Oral"	"Sertraline"	"100mg"	"Selective Serotonin Re-Uptake Inhibitors (SSRI)"	"Sertraline"	"Antidepressants"
"3197"	"Promazine 100mg tablet"	"Tablets"	"Oral"	"Promazine"	"100mg"	"Antipsychotic Products"	"Promazine"	"Antipsychotics"
"32920"	"Lamotrigine 25mg tablets (Viatris UK Healthcare Ltd)"	"Oral tablet"	"Oral"	"Lamotrigine"	"25mg"	"Products Used In Psychoses And Related Disorders/Control Of Epilepsy"	"Lamotrigine"	"Mood Stabilisers"
"17183"	"Aventyl 10mg Capsule (Eli Lilly and Company Ltd)"	"Capsule"	"Oral"	"Nortriptyline"	"10mg"	"Tricyclic And Related Antidepressants/Neuropathic Pain"	"Nortriptyline"	"Antidepressants"
"8719"	"Anafranil 25mg/5ml syrup (Novartis Pharmaceuticals UK Ltd)"	"Oral solution"	"Oral"	"Clomipramine"	"5mg/1ml"	"Tricyclic And Related Antidepressants"	"Clomipramine"	"Antidepressants"
"33720"	"Citalopram 10mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Oral tablet"	"Oral"	"Citalopram"	"10mg"	"Selective Serotonin Re-Uptake Inhibitors (SSRI)"	"Citalopram"	"Antidepressants"
"64639"	"Mintreleq XL 300mg tablets (Aristo Pharma Ltd)"	"Modified-release tablet"	"Oral"	"Quetiapine"	"300mg"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"	"Antipsychotics"
"48698"	"Mirtazapine 15mg orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Mirtazapine"	"15mg"	"Other Antidepressants"	"Mirtazapine"	"Antidepressants"
"71806"	"Amphero XL 75mg capsules (Viatris UK Healthcare Ltd)"	"Modified-release capsule"	"Oral"	"Venlafaxine"	"75mg"	"Other Antidepressants"	"Venlafaxine"	"Antidepressants"
"73962"	"Sertraline 100mg tablets (Wockhardt UK Ltd)"	"Oral tablet"	"Oral"	"Sertraline"	"100mg"	"Selective Serotonin Re-Uptake Inhibitors (SSRI)"	"Sertraline"	"Antidepressants"
"72596"	"Aripiprazole 5mg tablets (Creo Pharma Ltd)"	"Oral tablet"	"Oral"	"Aripiprazole"	"5mg"	"Second-Generation Antipsychotic Drugs"	"Aripiprazole"	"Antipsychotics"
"78889"	"Fluoxetine 40mg capsules (Medreich Plc)"	"Oral capsule"	"Oral"	"Fluoxetine"	"40mg"	"Selective Serotonin Re-Uptake Inhibitors (SSRI)"	"Fluoxetine"	"Antidepressants"
"59211"	"Carbamazepine 200mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Oral tablet"	"Oral"	"Carbamazepine"	"200mg"	"Control Of Epilepsy/Substance Dependence - Alcohol Dependence/Treatment Of Diabetic Nephropathy And Neuropathy"	"Carbamazepine"	"Mood Stabilisers"
"60424"	"Lamictal 25mg dispersible tablets (Lexon (UK) Ltd)"	"Dispersible tablet"	"Oral"	"Lamotrigine"	"25mg"	"Products Used In Psychoses And Related Disorders/Control Of Epilepsy"	"Lamotrigine"	"Mood Stabilisers"
"16998"	"Sertindole 12mg tablets"	"Oral tablet"	"Oral"	"Sertindole"	"12mg"	"Second-Generation Antipsychotic Drugs"	"Sertindole"	"Antipsychotics"
"34902"	"Thioridazine 50mg tablets (A A H Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Thioridazine"	"50mg"	"Antipsychotic Products"	"Thioridazine"	"Antipsychotics"
"75688"	"Fluoxetine 20mg capsules (Genesis Pharmaceuticals Ltd)"	"Oral capsule"	"Oral"	"Fluoxetine"	"20mg"	"Selective Serotonin Re-Uptake Inhibitors (SSRI)"	"Fluoxetine"	"Antidepressants"
"53197"	"Sodium valproate 300mg modified-release tablets (Sigma Pharmaceuticals Plc)"	"Modified-release tablet"	"Oral"	"Valproate"	"300mg"	"Control Of Epilepsy"	"Valproate"	"Mood Stabilisers"
"57550"	"Largactil 25mg/5ml syrup (Sanofi)"	"Oral solution"	"Oral"	"Chlorpromazine"	"5mg/1ml"	"First-Generation Antipsychotic Drugs"	"Chlorpromazine"	"Antipsychotics"
"32876"	"Prochlorperazine 5mg tablets (Teva UK Ltd)"	"Oral tablet"	"Oral"	"Prochlorperazine"	"5mg"	"First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products"	"Prochlorperazine"	"Antipsychotics"
"83498"	"Allegron 25mg tablets (Lexon (UK) Ltd)"	"Oral tablet"	"Oral"	"Nortriptyline"	"25mg"	"Tricyclic And Related Antidepressants"	"Nortriptyline"	"Antidepressants"
"46434"	"Xeplion 100mg/1ml prolonged-release suspension for injection pre-filled syringes (Janssen-Cilag Ltd)"	"Prolonged-release suspension for injection"	"Intramuscular"	"Paliperidone"	"100mg/1ml"	"Antipsychotic Depot Injections"	"Paliperidone"	"Antipsychotics"
"84007"	"Duloxetine 30mg gastro-resistant capsules (Tillomed Laboratories Ltd)"	"Gastro-resistant capsule"	"Oral"	"Duloxetine"	"30mg"	"Other Antidepressants/Treatment Of Diabetic Nephropathy And Neuropathy"	"Duloxetine"	"Antidepressants"
"82449"	"Tegretol 100mg/5ml liquid (Necessity Supplies Ltd)"	"Oral suspension"	"Oral"	"Carbamazepine"	"20mg/1ml"	"Control Of Epilepsy"	"Carbamazepine"	"Mood Stabilisers"
"89173"	"Clomipramine 250mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Clomipramine"	"50mg/1ml"	"Tricyclic And Related Antidepressants"	"Clomipramine"	"Antidepressants"
"77915"	"Trazodone 150mg tablets (Accord-UK Ltd)"	"Oral tablet"	"Oral"	"Trazodone"	"150mg"	"Tricyclic And Related Antidepressants"	"Trazodone"	"Antidepressants"
"69328"	"Risperidone 500microgram tablets (Wockhardt UK Ltd)"	"Oral tablet"	"Oral"	"Risperidone"	"500microgram"	"Second-Generation Antipsychotic Drugs"	"Risperidone"	"Antipsychotics"
"43256"	"Mirtazapine 45mg orodispersible tablets (Advanz Pharma)"	"Orodispersible tablet"	"Oral"	"Mirtazapine"	"45mg"	"Other Antidepressants"	"Mirtazapine"	"Antidepressants"
"1245"	"Trifluoperazine 5mg tablets"	"Oral tablet"	"Oral"	"Trifluoperazine"	"5mg"	"First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products"	"Trifluoperazine"	"Antipsychotics"
"33779"	"Prozit 20mg/5ml oral solution (Pinewood Healthcare)"	"Oral solution"	"Oral"	"Fluoxetine"	"4mg/1ml"	"Selective Serotonin Re-Uptake Inhibitors (SSRI)"	"Fluoxetine"	"Antidepressants"
"42229"	"Droperidol oral liquid"	"Oral Liquid"	"Oral"	"Droperidol"	NA	"Antipsychotic Products/Benzodiazepines (Peri-Operative)"	"Droperidol"	"Antipsychotics"
"11491"	"Lithium citrate 520mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Lithium"	"104mg/1ml"	"Products Used For Mania And Hypomania"	"Lithium"	"Mood Stabilisers"
"2275"	"Flupentixol 500microgram tablets"	"Oral tablet"	"Oral"	"Flupentixol"	"500microgram"	"Other Antidepressants"	"Flupentixol"	"Antipsychotics"
"58821"	"Quetiapine 25mg tablets (Dr Reddy's Laboratories (UK) Ltd)"	"Oral tablet"	"Oral"	"Quetiapine"	"25mg"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"	"Antipsychotics"
"58147"	"Olanzapine 10mg tablets (Zentiva Pharma UK Ltd)"	"Oral tablet"	"Oral"	"Olanzapine"	"10mg"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"	"Antipsychotics"
"6894"	"Perphenazine 2mg with Amitriptyline 25mg tablet"	"Tablets"	"Oral"	"Perphenazine/Amitriptyline"	"2mg + 25mg"	"Antipsychotic Products/Tricyclic And Related Antidepressants"	"Perphenazine/Amitriptyline"	"Antipsychotics, Antidepressants"
"80551"	"Prochlorperazine 5mg tablets (Medreich Plc)"	"Oral tablet"	"Oral"	"Prochlorperazine"	"5mg"	"First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products"	"Prochlorperazine"	"Antipsychotics"
"53459"	"Priadel 400mg modified-release tablets (DE Pharmaceuticals)"	"Modified-release tablet"	"Oral"	"Lithium"	"400mg"	"Products Used For Mania And Hypomania"	"Lithium"	"Mood Stabilisers"
"85146"	"Quetiapine 150mg tablets (Teva UK Ltd)"	"Oral tablet"	"Oral"	"Quetiapine"	"150mg"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"	"Antipsychotics"
"6561"	"Aripiprazole 10mg tablets"	"Oral tablet"	"Oral"	"Aripiprazole"	"10mg"	"Second-Generation Antipsychotic Drugs"	"Aripiprazole"	"Antipsychotics"
"60450"	"Promazine 25mg tablets (A A H Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Promazine"	"25mg"	"First-Generation Antipsychotic Drugs"	"Promazine"	"Antipsychotics"
"78843"	"Paroxetine 30mg/5ml oral solution"	"Oral solution"	"Oral"	"Paroxetine"	"6mg/1ml"	"Selective Serotonin Re-Uptake Inhibitors (SSRI)"	"Paroxetine"	"Antidepressants"
"49511"	"Venlablue XL 75mg capsules (Zentiva Pharma UK Ltd)"	"Modified-release capsule"	"Oral"	"Venlafaxine"	"75mg"	"Other Antidepressants"	"Venlafaxine"	"Antidepressants"
"73658"	"Venlafaxine 75mg tablets (Actavis UK Ltd)"	"Oral tablet"	"Oral"	"Venlafaxine"	"75mg"	"Other Antidepressants"	"Venlafaxine"	"Antidepressants"
"82311"	"Risperidone 500microgram orodispersible tablets sugar free (Alliance Healthcare (Distribution) Ltd)"	"Orodispersible tablet"	"Oral"	"Risperidone"	"500microgram"	"Second-Generation Antipsychotic Drugs"	"Risperidone"	"Antipsychotics"
"3734"	"Epilim Chrono 200 tablets (Sanofi)"	"Modified-release tablet"	"Oral"	"Valproate"	"200mg"	"Control Of Epilepsy"	"Valproate"	"Mood Stabilisers"
"8585"	"Bolvidon 30mg Tablet (Organon Laboratories Ltd)"	"Oral tablet"	"Oral"	"Mianserin"	"30mg"	"Tricyclic And Related Antidepressants"	"Mianserin"	"Antidepressants"
"72326"	"Risperidone 500microgram tablets (Accord-UK Ltd)"	"Oral tablet"	"Oral"	"Risperidone"	"500microgram"	"Second-Generation Antipsychotic Drugs"	"Risperidone"	"Antipsychotics"
"36101"	"Clopixol Acuphase 50mg/1ml solution for injection ampoules (Lundbeck Ltd)"	"Solution for injection"	"Intramuscular"	"Zuclopenthixol"	"50mg/1ml"	"First-Generation Antipsychotic Drugs"	"Zuclopenthixol"	"Antipsychotics"
"42660"	"Citalopram 10mg tablets (Almus Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Citalopram"	"10mg"	"Selective Serotonin Re-Uptake Inhibitors (SSRI)"	"Citalopram"	"Antidepressants"
"57226"	"Trazodone 25mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Trazodone"	"5mg/1ml"	"Tricyclic And Related Antidepressants"	"Trazodone"	"Antidepressants"
"61143"	"Carbamazepine 100mg tablets (Actavis UK Ltd)"	"Oral tablet"	"Oral"	"Carbamazepine"	"100mg"	"Control Of Epilepsy/Substance Dependence - Alcohol Dependence/Treatment Of Diabetic Nephropathy And Neuropathy"	"Carbamazepine"	"Mood Stabilisers"
"25635"	"ZUCLOPENTHIXOL DIHYDROCHLORIDE"	NA	NA	"Zuclopenthixol"	NA	"Unknown"	"Zuclopenthixol"	"Antipsychotics"
"14839"	"Flupentixol 200mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Flupentixol"	"200mg/1ml"	"Antipsychotic Depot Injections"	"Flupentixol"	"Antipsychotics"
"82436"	"Olanzapine 5mg orodispersible tablets sugar free (Sun Pharma UK Ltd)"	"Orodispersible tablet"	"Oral"	"Olanzapine"	"5mg"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"	"Antipsychotics"
"284"	"Melleril 10mg tablets (Novartis Pharmaceuticals UK Ltd)"	"Oral tablet"	"Oral"	"Thioridazine"	"10mg"	"Antipsychotic Products"	"Thioridazine"	"Antipsychotics"
"19526"	"EPILIM CRUSHABLE"	NA	NA	"Valproate"	NA	"Unknown"	"Valproate"	"Mood Stabilisers"
"81306"	"Nortriptyline 25mg capsules"	"Oral capsule"	"Oral"	"Nortriptyline"	"25mg"	"Tricyclic And Related Antidepressants/Nocturnal Enuresis"	"Nortriptyline"	"Antidepressants"
"35487"	"Modecate Concentrate 50mg/0.5ml solution for injection ampoules (Sanofi)"	"Solution for injection"	"Intramuscular"	"Fluphenazine"	"100mg/1ml"	"Antipsychotic Depot Injections"	"Fluphenazine"	"Antipsychotics"
"90562"	"Haloperidol 10mg/5ml oral solution sugar free (Medihealth (Northern) Ltd)"	"Oral solution"	"Oral"	"Haloperidol"	"2mg/1ml"	"First-Generation Antipsychotic Drugs"	"Haloperidol"	"Antipsychotics"
"47304"	"Olanzapine 10mg oral lyophilisates sugar free"	NA	NA	"Olanzapine"	NA	"Unknown"	"Olanzapine"	"Antipsychotics"
"53543"	"Zispin SolTab 30mg orodispersible tablets (Necessity Supplies Ltd)"	"Orodispersible tablet"	"Oral"	"Mirtazapine"	"30mg"	"Other Antidepressants"	"Mirtazapine"	"Antidepressants"
"67757"	"Nefazodone 50mg tablets"	"Oral tablet"	"Oral"	"Nefazodone"	"50mg"	"Unknown"	"Nefazodone"	"Antidepressants"
"6054"	"Dosulepin 25mg/5ml oral solution sugar free"	"Oral Solution Sugar-Free"	"Oral"	"Dosulepin"	"25mg/5ml"	"Tricyclic And Related Antidepressants"	"Dosulepin"	"Antidepressants"
"88641"	"Fluoxetine 20mg capsules (Kent Pharma (UK) Ltd)"	"Oral capsule"	"Oral"	"Fluoxetine"	"20mg"	"Selective Serotonin Re-Uptake Inhibitors (SSRI)"	"Fluoxetine"	"Antidepressants"
"76199"	"Amisulpride 50mg tablets (Viatris UK Healthcare Ltd)"	"Oral tablet"	"Oral"	"Amisulpride"	"50mg"	"Second-Generation Antipsychotic Drugs"	"Amisulpride"	"Antipsychotics"
"34916"	"Amitriptyline 10mg Tablet (Berk Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Amitriptyline"	"10mg"	"Tricyclic And Related Antidepressants/Neuropathic Pain"	"Amitriptyline"	"Antidepressants"
"18342"	"Amitriptyline 25mg / Chlordiazepoxide 10mg capsules"	"Capsules"	"Oral"	"Amitriptyline"	"25mg + 10mg"	"Tricyclic And Related Antidepressants"	"Amitriptyline"	"Antidepressants"
"46775"	"Lamotrigine 50mg tablets (Teva UK Ltd)"	"Oral tablet"	"Oral"	"Lamotrigine"	"50mg"	"Products Used In Psychoses And Related Disorders/Control Of Epilepsy"	"Lamotrigine"	"Mood Stabilisers"
"72716"	"Chlorpromazine oral liquid"	"Oral solution"	"Oral"	"Chlorpromazine"	NA	"Antipsychotic Products/-"	"Chlorpromazine"	"Antipsychotics"
"34587"	"Paroxetine 30mg tablets (A A H Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Paroxetine"	"30mg"	"Selective Serotonin Re-Uptake Inhibitors (SSRI)"	"Paroxetine"	"Antidepressants"
"12224"	"Zuclopenthixol decanoate 500mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Zuclopenthixol"	"500mg/1ml"	"First-Generation Antipsychotic Drugs"	"Zuclopenthixol"	"Antipsychotics"
"80885"	"Imipramine 25mg tablets (Kent Pharma (UK) Ltd)"	"Oral tablet"	"Oral"	"Imipramine"	"25mg"	"Tricyclic And Related Antidepressants/Nocturnal Enuresis"	"Imipramine"	"Antidepressants"
"33337"	"Mirtazapine 45mg tablets (A A H Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Mirtazapine"	"45mg"	"Other Antidepressants"	"Mirtazapine"	"Antidepressants"
"46888"	"Carbamazepine 200mg Modified-release tablet (Generics (UK) Ltd)"	"Modified-release tablet"	"Oral"	"Carbamazepine"	"200mg"	"Products Used For Mania And Hypomania/Control Of Epilepsy"	"Carbamazepine"	"Mood Stabilisers"
"22067"	"Intrafusin 22 solution for injection 500ml bottles (Fresenius Kabi Ltd)"	"Solution for injection"	"Intravenous"	"Tryptophan"	"4.2gram/1litre + 5.7gram/1litre + 6.75gram/1litre + 4.1gram/1litre + 5.4gram/1litre + 2.1gram/1litre + 4.7gram/1litre + 14gram/1litre + 3.5gram/1litre + .7gram/1litre + 15.6gram/1litre + 26gram/1litre + 22.05gram/1litre + 14.1gram/1litre + 14.1gram/1litre + 2.25gram/1litre"	"Unknown"	"Tryptophan"	"Antidepressants"
"42882"	"Buccastem 3mg tablets (Alliance Pharmaceuticals Ltd)"	"Buccal tablet"	"Buccal"	"Prochlorperazine"	"3mg"	"Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products"	"Prochlorperazine"	"Antipsychotics"
"67305"	"Moclobemide 150mg tablets (Sigma Pharmaceuticals Plc)"	"Oral tablet"	"Oral"	"Moclobemide"	"150mg"	"Reversible Monoamine-Oxidase Inhibitors"	"Moclobemide"	"Antidepressants"
"2119"	"Efalith ointment (Scotia Pharmaceuticals Ltd)"	"Cutaneous ointment"	"Cutaneous"	"Lithium"	"500microgram/1gram + 80mg/1gram"	"Unknown"	"Lithium"	"Mood Stabilisers"
"34871"	"Citalopram 20mg tablets (Actavis UK Ltd)"	"Oral tablet"	"Oral"	"Citalopram"	"20mg"	"Selective Serotonin Re-Uptake Inhibitors (SSRI)"	"Citalopram"	"Antidepressants"
"82421"	"Amisulpride 50mg tablets (Sandoz Ltd)"	"Oral tablet"	"Oral"	"Amisulpride"	"50mg"	"Second-Generation Antipsychotic Drugs"	"Amisulpride"	"Antipsychotics"
"74690"	"Quetiapine 125mg/5ml oral solution"	"Oral solution"	"Oral"	"Quetiapine"	"25mg/1ml"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"	"Antipsychotics"
"12050"	"HALOPERIDOL 100MG/ML 100 MG INJ"	"Solution for injection"	"Intramuscular"	"Haloperidol"	NA	"Unknown"	"Haloperidol"	"Antipsychotics"
"53808"	"Trimipramine 10mg tablets (Phoenix Healthcare Distribution Ltd)"	"Oral tablet"	"Oral"	"Trimipramine"	"10mg"	"Tricyclic And Related Antidepressants"	"Trimipramine"	"Antidepressants"
"86244"	"Risperidone 4mg orodispersible tablets sugar free (A A H Pharmaceuticals Ltd)"	"Orodispersible tablet"	"Oral"	"Risperidone"	"4mg"	"Second-Generation Antipsychotic Drugs"	"Risperidone"	"Antipsychotics"
"78008"	"Lamotrigine 5mg dispersible tablets sugar free (Teva UK Ltd)"	"Dispersible tablet"	"Oral"	"Lamotrigine"	"5mg"	"Products Used In Psychoses And Related Disorders/Control Of Epilepsy"	"Lamotrigine"	"Mood Stabilisers"
"84656"	"Sertraline oral solution"	"Oral solution"	"Oral"	"Sertraline"	NA	"Selective Serotonin Re-Uptake Inhibitors (SSRI)"	"Sertraline"	"Antidepressants"
"84470"	"Sertraline 100mg tablets (Consilient Health Ltd)"	"Oral tablet"	"Oral"	"Sertraline"	"100mg"	"Selective Serotonin Re-Uptake Inhibitors (SSRI)"	"Sertraline"	"Antidepressants"
"16489"	"Risperidone 50mg powder and solvent for prolonged-release suspension for injection vials"	"Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Risperidone"	"50mg"	"Second-Generation Antipsychotic Drugs"	"Risperidone"	"Antipsychotics"
"79275"	"Duloxetine 30mg gastro-resistant capsules (Aspire Pharma Ltd)"	"Gastro-resistant capsule"	"Oral"	"Duloxetine"	"30mg"	"Other Antidepressants/Treatment Of Diabetic Nephropathy And Neuropathy"	"Duloxetine"	"Antidepressants"
"9168"	"SOD VALPROATE C/R 200 MG TAB"	"Tablet"	"Oral"	"Valproate"	NA	"Unknown"	"Valproate"	"Mood Stabilisers"
"53634"	"Droperidol capsules"	"Capsule"	"Oral"	"Droperidol"	NA	"Antipsychotic Products/Benzodiazepines (Peri-Operative)"	"Droperidol"	"Antipsychotics"
"5658"	"Lamotrigine 25mg dispersible tablets sugar free"	"Dispersible tablet"	"Oral"	"Lamotrigine"	"25mg"	"Products Used In Psychoses And Related Disorders/Control Of Epilepsy"	"Lamotrigine"	"Mood Stabilisers"
"10107"	"Quetiapine Starter Pack"	"Starter Pack"	"Oral"	"Quetiapine"	NA	"Antipsychotic Products"	"Quetiapine"	"Antipsychotics"
"32900"	"Carbamazepine sr 200mg Tablet (IVAX Pharmaceuticals UK Ltd)"	"Modified-release tablet"	"Oral"	"Carbamazepine"	"200mg"	"Products Used For Mania And Hypomania/Control Of Epilepsy"	"Carbamazepine"	"Mood Stabilisers"
"89539"	"Aripiprazole 10mg tablets (Zentiva Pharma UK Ltd)"	"Oral tablet"	"Oral"	"Aripiprazole"	"10mg"	"Second-Generation Antipsychotic Drugs"	"Aripiprazole"	"Antipsychotics"
"86697"	"Phenelzine 15mg capsules (Imported)"	"Oral capsule"	"Oral"	"Phenelzine"	"15mg"	"Monoamine-Oxidase Inhibitors (MAOI)"	"Phenelzine"	"Antidepressants"
"13483"	"Serenace 20mg tablets (Teva UK Ltd)"	"Oral tablet"	"Oral"	"Haloperidol"	"20mg"	"First-Generation Antipsychotic Drugs"	"Haloperidol"	"Antipsychotics"
"63989"	"Lithium carbonate 400mg modified-release tablets (Niche Pharma Ltd)"	"Modified-release tablet"	"Oral"	"Lithium"	"400mg"	"Products Used For Mania And Hypomania"	"Lithium"	"Mood Stabilisers"
"76927"	"Amitriptyline 2.5mg/5ml oral solution"	"Oral solution"	"Oral"	"Amitriptyline"	"500microgram/1ml"	"Tricyclic And Related Antidepressants/Neuropathic Pain/Prophylaxis Of Migraine"	"Amitriptyline"	"Antidepressants"
"41408"	"Imipramine 25mg tablets (Teva UK Ltd)"	"Oral tablet"	"Oral"	"Imipramine"	"25mg"	"Tricyclic And Related Antidepressants/Nocturnal Enuresis"	"Imipramine"	"Antidepressants"
"76453"	"Carbamazepine 200mg/5ml oral solution (Special Order)"	"Oral solution"	"Oral"	"Carbamazepine"	"40mg/1ml"	"Control Of Epilepsy"	"Carbamazepine"	"Mood Stabilisers"
