"prodcode"	"therapyevents"	"productname"	"ingredient"	"strength"	"formulation"	"route"	"bnftext"	"Antipsychotic"
"15418"	2152	"Largactil forte 100mg/5ml Oral suspension (Hawgreen Ltd)"	"Chlorpromazine"	"20mg/1ml"	"Oral suspension"	"Oral"	"Antipsychotic Products/-"	"Chlorpromazine"
"5298"	1561	"Fluphenazine 5mg tablets"	"Fluphenazine"	"5mg"	"Oral tablet"	"Oral"	"Unknown"	"Fluphenazine"
"35530"	1136	"Fluphenazine decanoate 12.5mg/0.5ml solution for injection ampoules"	"Fluphenazine"	"25mg/1ml"	"Solution for injection"	"Intramuscular"	"Unknown"	"Fluphenazine"
"30351"	1	"HALDOL 1.5 MG TAB"	"Haloperidol"	NA	"Tablet"	"Oral"	"Unknown"	"Haloperidol"
"37871"	33	"Chlorpromazine 25mg/5ml Oral solution (Rosemont Pharmaceuticals Ltd)"	"Chlorpromazine"	"5mg/1ml"	"Oral solution"	"Oral"	"Antipsychotic Products/-"	"Chlorpromazine"
"10827"	453	"Fluspirilene 2mg/ml Injection"	"Fluspirilene"	"2mg/ml"	"Injection"	"Intramuscular"	"Antipsychotic Depot Injections"	"Fluspirilene"
"16561"	75978	"Aripiprazole 30mg tablets"	"Aripiprazole"	"30mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Aripiprazole"
"86052"	4	"Risperidone 4mg tablets (A A H Pharmaceuticals Ltd)"	"Risperidone"	"4mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"3356"	25021	"Parstelin Tablet (GlaxoSmithKline Consumer Healthcare)"	"Trifluoperazine"	NA	"Tablet"	"Oral"	"Antipsychotic Products/Monoamine-Oxidase Inhibitors (MAOI)"	"Trifluoperazine"
"11821"	3646	"Risperdal Quicklet 500microgram orodispersible tablets (Janssen-Cilag Ltd)"	"Risperidone"	"500microgram"	"Orodispersible tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"16425"	7222	"Risperidone 37.5mg powder and solvent for prolonged-release suspension for injection vials"	"Risperidone"	"37.5mg"	"Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"9686"	69258	"Zuclopenthixol 10mg tablets"	"Zuclopenthixol"	"10mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Zuclopenthixol"
"46871"	437	"Quetiapine 12.5mg/5ml oral suspension"	"Quetiapine"	"2.5mg/1ml"	"Oral suspension"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"68297"	151	"Trevicta 263mg/1.315ml prolonged-release suspension for injection pre-filled syringes (Janssen-Cilag Ltd)"	"Paliperidone"	"200mg/1ml"	"Prolonged-release suspension for injection"	"Intramuscular"	"Antipsychotic Depot Injections"	"Paliperidone"
"85173"	4	"Risperdal 1mg/ml oral solution (CST Pharma Ltd)"	"Risperidone"	"1mg/1ml"	"Oral solution"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"59345"	9	"Sycrest 5mg sublingual tablets (Organon Pharma (UK) Ltd)"	"Asenapine"	"5mg"	"Sublingual tablet"	"Sublingual"	"Products Used For Mania And Hypomania"	"Asenapine"
"75649"	778	"Brancico XL 300mg tablets (Zentiva Pharma UK Ltd)"	"Quetiapine"	"300mg"	"Modified-release tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"5927"	95261	"Amisulpride 400mg tablets"	"Amisulpride"	"400mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Amisulpride"
"85639"	0	"Risperidone 6mg tablets (Wockhardt UK Ltd)"	"Risperidone"	"6mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"58702"	1035	"Largactil 100mg tablets (Sanofi)"	"Chlorpromazine"	"100mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Chlorpromazine"
"71481"	7	"Aripiprazole 10mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Aripiprazole"	"10mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Aripiprazole"
"65865"	2	"Levomepromazine 6.25mg/5ml oral suspension"	"Levomepromazine"	"1.25mg/1ml"	"Oral suspension"	"Oral"	"First-Generation Antipsychotic Drugs"	"Levomepromazine"
"8506"	240	"Chlorpromazine 100mg suppository"	"Chlorpromazine"	"100mg"	"Suppository"	"Rectal"	"Antipsychotic Products/-"	"Chlorpromazine"
"595"	12780	"Amitriptyline 25mg / Perphenazine 2mg tablets"	"Perphenazine"	"25mg + 2mg"	"Oral tablet"	"Oral"	"Tricyclic And Related Antidepressants"	"Perphenazine"
"89604"	55	"Quetiapine 300mg tablets (Viatris UK Healthcare Ltd)"	"Quetiapine"	"300mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"77605"	30	"Invega 9mg modified-release tablets (Janssen-Cilag Ltd)"	"Paliperidone"	"9mg"	"Modified-release tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Paliperidone"
"49170"	27	"Stemetil 5mg tablets (Lexon (UK) Ltd)"	"Prochlorperazine"	"5mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products"	"Prochlorperazine"
"75427"	68	"Quetiapine 25mg tablets (Waymade Healthcare Plc)"	"Quetiapine"	"25mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"19645"	1	"TRIFLUOPERAZINE 5.00mg/ml"	"Trifluoperazine"	NA	NA	NA	"Unknown"	"Trifluoperazine"
"78609"	0	"Quetiapine 300mg tablets (Teva UK Ltd)"	"Quetiapine"	"300mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"2155"	39983	"Depixol -conc 100mg/ml Injection (Lundbeck Ltd)"	"Flupentixol"	"100mg/ml"	"Injection"	"Intramuscular Deep Injection Gluteal Muscle"	"Antipsychotic Depot Injections"	"Flupentixol"
"21339"	108	"Veractil 25mg Tablet (Rhone-Poulenc Rorer Ltd)"	"Levomepromazine"	"25mg"	"Oral tablet"	"Oral"	"Antipsychotic Products"	"Levomepromazine"
"40782"	379	"Levomepromazine 6mg Tablet"	"Levomepromazine"	"6mg"	"Tablet"	"Oral"	"Antipsychotic Products"	"Levomepromazine"
"84248"	1	"Zaponex 12.5mg orodispersible tablets (Leyden Delta B.V.)"	"Clozapine"	"12.5mg"	"Orodispersible tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Clozapine"
"73185"	238	"Paliperidone 350mg/1.75ml prolonged-release suspension for injection pre-filled syringes"	"Paliperidone"	"200mg/1ml"	"Prolonged-release suspension for injection"	"Intramuscular"	"Antipsychotic Depot Injections"	"Paliperidone"
"35445"	1805	"Modecate 50mg/2ml solution for injection ampoules (Sanofi)"	"Fluphenazine"	"25mg/1ml"	"Solution for injection"	"Intramuscular"	"Antipsychotic Depot Injections"	"Fluphenazine"
"31184"	22	"Chlorpromazine 25mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Chlorpromazine"	"25mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Chlorpromazine"
"13341"	1347	"DROPERIDOL 5 MG/5ML ELI"	"Droperidol"	NA	NA	NA	"Unknown"	"Droperidol"
"88390"	108	"Levomepromazine hydrochloride 25mg/5ml oral solution sugar free"	"Levomepromazine"	"5mg/1ml"	"Oral solution"	"Oral"	"First-Generation Antipsychotic Drugs"	"Levomepromazine"
"247"	705	"CHLORPROMAZINE 50 MG INJ"	"Chlorpromazine"	NA	"Solution for injection"	"Intramuscular"	"Unknown"	"Chlorpromazine"
"65671"	206	"Aripiprazole 5mg tablets (Zentiva Pharma UK Ltd)"	"Aripiprazole"	"5mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Aripiprazole"
"71387"	27	"Stelazine 5mg tablets (Lexon (UK) Ltd)"	"Trifluoperazine"	"5mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products"	"Trifluoperazine"
"7514"	1110	"Largactil 50mg/2ml solution for injection ampoules (Sanofi)"	"Chlorpromazine"	"25mg/1ml"	"Solution for injection"	"Intramuscular"	"First-Generation Antipsychotic Drugs"	"Chlorpromazine"
"10666"	18333	"Dolmatil 200mg tablets (Sanofi)"	"Sulpiride"	"200mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Sulpiride"
"18013"	9719	"Seroquel 100mg tablets (Luye Pharma Ltd)"	"Quetiapine"	"100mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"91476"	1	"Olanzapine 2.5mg tablets (Medihealth (Northern) Ltd)"	"Olanzapine"	"2.5mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"76439"	0	"Haloperidol 20mg tablets (Sandoz Ltd)"	"Haloperidol"	"20mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Haloperidol"
"14813"	4456	"Seroquel 150mg tablets (AstraZeneca UK Ltd)"	"Quetiapine"	"150mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"3772"	39789	"Largactil 50mg Tablet (Hawgreen Ltd)"	"Chlorpromazine"	"50mg"	"Oral tablet"	"Oral"	"Antipsychotic Products/-"	"Chlorpromazine"
"47302"	396	"Zaponex 100mg tablets (Leyden Delta B.V.)"	"Clozapine"	"100mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Clozapine"
"37717"	796	"Paliperidone 3mg modified-release tablets"	"Paliperidone"	"3mg"	"Modified-release tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Paliperidone"
"72037"	6	"Levomepromazine 100mg tablets"	"Levomepromazine"	"100mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Levomepromazine"
"3952"	51455	"Chlorpromazine 25mg/5ml oral solution"	"Chlorpromazine"	"5mg/1ml"	"Oral solution"	"Oral"	"First-Generation Antipsychotic Drugs"	"Chlorpromazine"
"84742"	7	"Zalasta 10mg tablets (Krka UK Ltd)"	"Olanzapine"	"10mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"36771"	431	"Haloperidol 250micrograms/5ml oral suspension"	"Haloperidol"	"50microgram/1ml"	"Oral suspension"	"Oral"	"First-Generation Antipsychotic Drugs"	"Haloperidol"
"71401"	33	"Droperidol 1mg capsules"	"Droperidol"	"1mg"	"Oral capsule"	"Oral"	"Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products"	"Droperidol"
"631"	42379	"Risperdal 500microgram tablets (Janssen-Cilag Ltd)"	"Risperidone"	"500microgram"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"70907"	0	"Seroquel 25mg tablets (Mawdsley-Brooks & Company Ltd)"	"Quetiapine"	"25mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"63049"	35990	"Biquelle XL 50mg tablets (Aspire Pharma Ltd)"	"Quetiapine"	"50mg"	"Modified-release tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"69674"	36	"Olanzapine 2.5mg/5ml oral solution"	"Olanzapine"	"500microgram/1ml"	"Oral solution"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"2502"	54829	"Melleril 50mg tablets (Novartis Pharmaceuticals UK Ltd)"	"Thioridazine"	"50mg"	"Oral tablet"	"Oral"	"Antipsychotic Products"	"Thioridazine"
"17958"	1572	"Clozaril 25mg tablets (Viatris UK Healthcare Ltd)"	"Clozapine"	"25mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Clozapine"
"38906"	163866	"Quetiapine 300mg modified-release tablets"	"Quetiapine"	"300mg"	"Modified-release tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"8043"	5668	"MODECATE 12.5 MG INJ"	"Fluphenazine"	NA	"Solution for injection"	"Intramuscular"	"Unknown"	"Fluphenazine"
"45860"	120	"Thioridazine 100mg Tablet (IVAX Pharmaceuticals UK Ltd)"	"Thioridazine"	"100mg"	"Oral tablet"	"Oral"	"Antipsychotic Products"	"Thioridazine"
"4876"	319448	"Amisulpride 50mg tablets"	"Amisulpride"	"50mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Amisulpride"
"41675"	71	"Sulpiride 200mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Sulpiride"	"200mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Sulpiride"
"76308"	0	"Olanzapine 15mg/5ml oral solution"	"Olanzapine"	"3mg/1ml"	"Oral solution"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"18658"	14	"OLANZAPINE"	"Olanzapine"	NA	NA	NA	"Unknown"	"Olanzapine"
"84574"	1	"Risperdal 4mg tablets (Lexon (UK) Ltd)"	"Risperidone"	"4mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"69836"	4	"Quetiapine 400mg/5ml oral suspension"	"Quetiapine"	"80mg/1ml"	"Oral suspension"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"28679"	0	"Dozic 2mg/ml Oral solution (Rosemont Pharmaceuticals Ltd)"	"Haloperidol"	"2mg/ml"	"Oral Solution"	"Oral"	"Antipsychotic Products/-"	"Haloperidol"
"8031"	3253	"Neulactil 10mg Tablet (JHC Healthcare Ltd)"	"Pericyazine"	"10mg"	"Oral tablet"	"Oral"	"Antipsychotic Products"	"Pericyazine"
"36116"	1666	"Paliperidone 6mg modified-release tablets"	"Paliperidone"	"6mg"	"Modified-release tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Paliperidone"
"10435"	771	"Haloperidol 10mg/ml Oral solution"	"Haloperidol"	"10mg/ml"	"Oral Solution"	"Oral"	"Antipsychotic Products/-"	"Haloperidol"
"65174"	6	"Quetiapine 300mg tablets (A A H Pharmaceuticals Ltd)"	"Quetiapine"	"300mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"16768"	2243	"Solian 50 tablets (Sanofi)"	"Amisulpride"	"50mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Amisulpride"
"9387"	11780	"Thioridazine 25mg/5ml oral suspension"	"Thioridazine"	"5mg/1ml"	"Oral suspension"	"Oral"	"Unknown"	"Thioridazine"
