"prodcode"	"dmdcode"	"gemscriptcode"	"productname"	"drugsubstance"	"strength"	"formulation"	"route"	"bnfcode"	"bnfchapter"	"Gen"	"AP"
"82293"	NA	"43093021"	"Sodium valproate 300mg modified-release tablets (Colorama Pharmaceuticals Ltd)"	"Sodium valproate"	"300mg"	"Modified-release tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"82294"	NA	"60275021"	"Sodium valproate 200mg modified-release tablets (DE Pharmaceuticals)"	"Sodium valproate"	"200mg"	"Modified-release tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"82295"	NA	"40658021"	"Sodium valproate 200mg modified-release tablets (Ennogen Healthcare Ltd)"	"Sodium valproate"	"200mg"	"Modified-release tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"82296"	NA	"40659021"	"Sodium valproate 300mg modified-release tablets (Ennogen Healthcare Ltd)"	"Sodium valproate"	"300mg"	"Modified-release tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"82311"	NA	"21136020"	"Risperidone 500microgram orodispersible tablets sugar free (Alliance Healthcare (Distribution) Ltd)"	"Risperidone"	"500microgram"	"Orodispersible tablet"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Risperidone"
"82325"	NA	"04892020"	"Lamictal 25mg tablets (Mawdsley-Brooks & Company Ltd)"	"Lamotrigine"	"25mg"	"Tablet"	"Oral"	"04020000/04080100"	"Products Used In Psychoses And Related Disorders/Control Of Epilepsy"	3	"Lamotrigine"
"82409"	NA	"42171020"	"Risperidone 2mg tablets (Sandoz Ltd)"	"Risperidone"	"2mg"	"Tablet"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Risperidone"
"82412"	NA	"40526020"	"Olanzapine 5mg tablets (Sandoz Ltd)"	"Olanzapine"	"5mg"	"Tablet"	"Oral"	"04020102/04020300"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	2	"Olanzapine"
"82417"	NA	"40529020"	"Olanzapine 2.5mg tablets (Sandoz Ltd)"	"Olanzapine"	"2.5mg"	"Tablet"	"Oral"	"04020102/04020300"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	2	"Olanzapine"
"82421"	NA	"40542020"	"Amisulpride 50mg tablets (Sandoz Ltd)"	"Amisulpride"	"50mg"	"Tablet"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Amisulpride"
"82434"	NA	"42172020"	"Risperidone 3mg tablets (Sandoz Ltd)"	"Risperidone"	"3mg"	"Tablet"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Risperidone"
"82435"	NA	"45158020"	"Sulpiride 200mg tablets (Medreich Plc)"	"Sulpiride"	"200mg"	"Tablet"	"Oral"	"04020101"	"First-Generation Antipsychotic Drugs"	1	"Sulpiride"
"82436"	NA	"46932020"	"Olanzapine 5mg orodispersible tablets sugar free (Ranbaxy (UK) Ltd)"	"Olanzapine"	"5mg"	"Orodispersible tablet"	"Oral"	"04020102/04020300"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	2	"Olanzapine"
"82439"	NA	"44109020"	"Chlorpromazine 25mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)"	"Chlorpromazine hydrochloride"	"5mg/1ml"	"Oral solution"	"Oral"	"04020101"	"First-Generation Antipsychotic Drugs"	1	"Chlorpromazine"
"82446"	NA	"40621020"	"Amisulpride 100mg tablets (Sandoz Ltd)"	"Amisulpride"	"100mg"	"Tablet"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Amisulpride"
"82531"	NA	"04834020"	"Epilim 200mg/5ml liquid (Waymade Healthcare Plc)"	"Sodium valproate"	"40mg/1ml"	"Oral solution"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"82562"	NA	"04932020"	"Lamictal 200mg tablets (Waymade Healthcare Plc)"	"Lamotrigine"	"200mg"	"Tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Lamotrigine"
"82566"	NA	"03597020"	"Seroquel 25mg tablets (Waymade Healthcare Plc)"	"Quetiapine fumarate"	"25mg"	"Tablet"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Quetiapine"
"82582"	NA	"03604020"	"Seroquel 100mg tablets (Waymade Healthcare Plc)"	"Quetiapine fumarate"	"100mg"	"Tablet"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Quetiapine"
"82590"	NA	"04908020"	"Lamictal 25mg dispersible tablets (Waymade Healthcare Plc)"	"Lamotrigine"	"25mg"	"Dispersible tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Lamotrigine"
"82640"	NA	"82602021"	"Reagila 3mg capsules (Recordati Pharmaceuticals Ltd)"	"Cariprazine hydrochloride"	"3mg"	"Capsule"	"Oral"	"04020100"	"Antipsychotic Products"	2	"Cariprazine"
"82922"	NA	"03441020"	"Risperidone 1mg tablets (Phoenix Healthcare Distribution Ltd)"	"Risperidone"	"1mg"	"Tablet"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Risperidone"
"82933"	NA	"95965021"	"Quetiapine 600mg modified-release tablets"	"Quetiapine fumarate"	"600mg"	"Modified-release tablet"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Quetiapine"
"82946"	NA	"79512021"	"Aripiprazole 5mg tablets (Milpharm Ltd)"	"Aripiprazole"	"5mg"	"Tablet"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Aripiprazole"
"82999"	NA	"70984020"	"Lamotrigine 50mg tablets (Mylan)"	"Lamotrigine"	"50mg"	"Tablet"	"Oral"	"04020000/04080100"	"Products Used In Psychoses And Related Disorders/Control Of Epilepsy"	3	"Lamotrigine"
"83070"	NA	"95966021"	"Biquelle XL 600mg tablets (Aspire Pharma Ltd)"	"Quetiapine fumarate"	"600mg"	"Modified-release tablet"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Quetiapine"
"83072"	NA	"03637020"	"Amisulpride 200mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Amisulpride"	"200mg"	"Tablet"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Amisulpride"
"83110"	NA	"04888020"	"Lamictal 25mg tablets (Sigma Pharmaceuticals Plc)"	"Lamotrigine"	"25mg"	"Tablet"	"Oral"	"04020000/04080100"	"Products Used In Psychoses And Related Disorders/Control Of Epilepsy"	3	"Lamotrigine"
"83330"	NA	"53777021"	"Quetiapine 300mg tablets (DE Pharmaceuticals)"	"Quetiapine fumarate"	"300mg"	"Tablet"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Quetiapine"
"83362"	NA	"35383020"	"Lamotrigine 25mg/5ml oral solution"	"Lamotrigine"	"5mg/1ml"	"Oral solution"	"Oral"	"04020000/04080100"	"Products Used In Psychoses And Related Disorders/Control Of Epilepsy"	3	"Lamotrigine"
"83460"	NA	"78601020"	"Risperidone 3mg tablets (Almus Pharmaceuticals Ltd)"	"Risperidone"	"3mg"	"Tablet"	"Oral"	"00000000"	"Unknown"	2	"Risperidone"
"83485"	NA	"75424020"	"Chlorpromazine 50mg tablets (Almus Pharmaceuticals Ltd)"	"Chlorpromazine hydrochloride"	"50mg"	"Tablet"	"Oral"	"04020101"	"First-Generation Antipsychotic Drugs"	1	"Chlorpromazine"
"83552"	NA	"94993020"	"Pericyazine oral liquid"	"Pericyazine"	""	""	""	"04020100"	"Antipsychotic Products"	1	"Pericyazine"
"83564"	NA	"05177007"	"CHLORPROMAZINE HCl 10 MG TAB"	""	""	""	""	"00000000"	"Unknown"	1	"Chlorpromazine"
"83575"	NA	"31336021"	"Quetiapine 100mg tablets (Lupin Healthcare (UK) Ltd)"	"Quetiapine fumarate"	"100mg"	"Tablet"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Quetiapine"
"83661"	NA	"95991021"	"Risperidone 250microgram tablets (Zentiva)"	"Risperidone"	"250microgram"	"Tablet"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Risperidone"
"83697"	NA	"42032020"	"Epilim Chronosphere MR 100mg granules sachets (Waymade Healthcare Plc)"	"Sodium valproate"	"100mg"	"Modified-release granules"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"83700"	NA	"74962020"	"Risperidone 1mg/ml oral solution sugar free (A A H Pharmaceuticals Ltd)"	"Risperidone"	"1mg/1ml"	"Oral solution"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Risperidone"
"83744"	NA	"81740021"	"Quetiapine 25mg tablets (Consilient Health Ltd)"	"Quetiapine fumarate"	"25mg"	"Tablet"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Quetiapine"
"83899"	NA	"32577020"	"Lamotrigine 200mg/5ml oral suspension"	"Lamotrigine"	"40mg/1ml"	"Oral suspension"	"Oral"	"04020000/04080100"	"Products Used In Psychoses And Related Disorders/Control Of Epilepsy"	3	"Lamotrigine"
"84004"	NA	"79854021"	"Quetiapine 300mg tablets (Milpharm Ltd)"	"Quetiapine fumarate"	"300mg"	"Tablet"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Quetiapine"
"84005"	NA	"79766021"	"Quetiapine 100mg tablets (Milpharm Ltd)"	"Quetiapine fumarate"	"100mg"	"Tablet"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Quetiapine"
"84080"	NA	"95066021"	"Levomepromazine 50mg tablets"	"Levomepromazine maleate"	"50mg"	"Tablet"	"Oral"	"04020101"	"First-Generation Antipsychotic Drugs"	1	"Levomepromazine"
"84091"	NA	"03812020"	"Fluanxol 500microgram tablets (Sigma Pharmaceuticals Plc)"	"Flupentixol dihydrochloride"	"500microgram"	"Tablet"	"Oral"	"04030400"	"Other Antidepressants"	1	"Flupentixol"
"84145"	NA	"34508020"	"Sodium valproate 500mg/5ml oral solution"	"Sodium valproate"	"100mg/1ml"	"Oral solution"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"84248"	NA	"89968021"	"Zaponex 12.5mg orodispersible tablets (Leyden Delta B.V.)"	"Clozapine"	"12.5mg"	"Orodispersible tablet"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Clozapine"
"84253"	NA	"44272021"	"Aripiprazole 5mg tablets (Teva UK Ltd)"	"Aripiprazole"	"5mg"	"Tablet"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Aripiprazole"
"84320"	NA	"81701021"	"Risperidone 250micrograms/5ml oral suspension"	"Risperidone"	"50microgram/1ml"	"Oral suspension"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Risperidone"
"84366"	NA	"90239021"	"Risperidone 500microgram tablets (DE Pharmaceuticals)"	"Risperidone"	"500microgram"	"Tablet"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Risperidone"
"84475"	NA	"53375021"	"Chlorpromazine 25mg tablets (DE Pharmaceuticals)"	"Chlorpromazine hydrochloride"	"25mg"	"Tablet"	"Oral"	"04020101"	"First-Generation Antipsychotic Drugs"	1	"Chlorpromazine"
"84574"	NA	"03496020"	"Risperdal 4mg tablets (Lexon (UK) Ltd)"	"Risperidone"	"4mg"	"Tablet"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Risperidone"
"84742"	NA	"03572020"	"Zalasta 10mg tablets (Consilient Health Ltd)"	"Olanzapine"	"10mg"	"Tablet"	"Oral"	"04020102/04020300"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	2	"Olanzapine"
"84756"	NA	"00593021"	"Zalasta 15mg orodispersible tablets (Consilient Health Ltd)"	"Olanzapine"	"15mg"	"Orodispersible tablet"	"Oral"	"04020102/04020300"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	2	"Olanzapine"
"84774"	NA	"79756021"	"Risperidone 1mg tablets (Milpharm Ltd)"	"Risperidone"	"1mg"	"Tablet"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Risperidone"
"84868"	NA	"47254020"	"Risperidone 1mg/ml oral solution sugar free (Waymade Healthcare Plc)"	"Risperidone"	"1mg/1ml"	"Oral solution"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Risperidone"
"85004"	NA	"98652021"	"Levomepromazine 3mg tablets"	"Levomepromazine maleate"	"3mg"	"Tablet"	"Oral"	"04020101"	"First-Generation Antipsychotic Drugs"	1	"Levomepromazine"
"85031"	NA	"85571021"	"Lamotrigine 50mg tablets (Torrent Pharma (UK) Ltd)"	"Lamotrigine"	"50mg"	"Tablet"	"Oral"	"04020000/04080100"	"Products Used In Psychoses And Related Disorders/Control Of Epilepsy"	3	"Lamotrigine"
"85126"	NA	"03667020"	"Priadel 400mg modified-release tablets (Mawdsley-Brooks & Company Ltd)"	"Lithium carbonate"	"400mg"	"Modified-release tablet"	"Oral"	"04020300"	"Products Used For Mania And Hypomania"	3	"Lithium"
"85127"	NA	"82278021"	"Trifluoperazine 5mg/5ml oral solution sugar free (Advanz Pharma)"	"Trifluoperazine hydrochloride"	"1mg/1ml"	"Oral solution"	"Oral"	"04020101/04065400"	"First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products"	1	"Trifluoperazine"
"85144"	NA	"03424020"	"Clopixol 10mg tablets (Waymade Healthcare Plc)"	"Zuclopenthixol dihydrochloride"	"10mg"	"Tablet"	"Oral"	"04020101"	"First-Generation Antipsychotic Drugs"	1	"Zuclopenthixol"
"85146"	NA	"40539020"	"Quetiapine 150mg tablets (Teva UK Ltd)"	"Quetiapine fumarate"	"150mg"	"Tablet"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Quetiapine"
"85173"	NA	"98837021"	"Risperdal 1mg/ml oral solution (CST Pharma Ltd)"	"Risperidone"	"1mg/1ml"	"Oral solution"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Risperidone"
"85272"	NA	"94338021"	"Risperidone 250microgram tablets (Alliance Healthcare (Distribution) Ltd)"	"Risperidone"	"250microgram"	"Tablet"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Risperidone"
"85371"	NA	"04881020"	"Lamotrigine 25mg tablets (Kent Pharma (UK) Ltd)"	"Lamotrigine"	"25mg"	"Tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Lamotrigine"
"85386"	NA	"66359020"	"Chlorpromazine 100mg tablets (Thornton & Ross Ltd)"	"Chlorpromazine hydrochloride"	"100mg"	"Tablet"	"Oral"	"04020101"	"First-Generation Antipsychotic Drugs"	1	"Chlorpromazine"
"85455"	NA	"89754020"	"Psytixol 200mg/1ml solution for injection ampoules (Mylan)"	"Flupentixol decanoate"	"200mg/1ml"	"Solution for injection"	"Intramuscular"	"04020200"	"Antipsychotic Depot Injections"	1	"Flupentixol"
"85613"	NA	"39301020"	"Risperdal 500microgram tablets (Lexon (UK) Ltd)"	"Risperidone"	"500microgram"	"Tablet"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Risperidone"
"85639"	NA	"76020020"	"Risperidone 6mg tablets (Wockhardt UK Ltd)"	"Risperidone"	"6mg"	"Tablet"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Risperidone"
"85686"	NA	"40536020"	"Quetiapine 200mg tablets (Teva UK Ltd)"	"Quetiapine fumarate"	"200mg"	"Tablet"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Quetiapine"
"85703"	NA	"42246020"	"Amisulpride 100mg/ml oral solution sugar free (Advanz Pharma)"	"Amisulpride"	"100mg/1ml"	"Oral solution"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Amisulpride"
"85887"	NA	"95224021"	"Dyzantil 200mg modified-release tablets (Aspire Pharma Ltd)"	"Sodium valproate"	"200mg"	"Modified-release tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"85888"	NA	"95267021"	"Dyzantil 500mg modified-release tablets (Aspire Pharma Ltd)"	"Sodium valproate"	"500mg"	"Modified-release tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"85915"	NA	"96924021"	"Quetiapine 25mg tablets (Aristo Pharma Ltd)"	""	""	""	""	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Quetiapine"
"86048"	NA	"93936021"	"Aripiprazole 10mg tablets (Bristol Laboratories Ltd)"	""	""	""	""	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Aripiprazole"
"86052"	NA	"74943020"	"Risperidone 4mg tablets (A A H Pharmaceuticals Ltd)"	""	""	""	""	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Risperidone"
"86244"	NA	"75393020"	"Risperidone 4mg orodispersible tablets sugar free (A A H Pharmaceuticals Ltd)"	"Risperidone"	"4mg"	"Orodispersible tablet"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Risperidone"
"86348"	NA	"03510020"	"Risperidone 1mg/ml oral solution sugar free (Healthcare Pharma Ltd)"	"Risperidone"	"1mg/1ml"	"Oral solution"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Risperidone"
"86490"	NA	"97260021"	"Chlorprothixene 15mg tablets"	"Chlorprothixene hydrochloride"	"15mg"	"Tablet"	"Oral"	"04020100"	"Antipsychotic Products"	1	"Chlorprothixene"
"86746"	NA	"95287021"	"Haloperidol 5mg tablets (Medihealth (Northern) Ltd)"	"Haloperidol"	"5mg"	"Tablet"	"Oral"	"04020101"	"First-Generation Antipsychotic Drugs"	1	"Haloperidol"
"86747"	NA	"76395020"	"Risperidone 500microgram orodispersible tablets sugar free (Viatris UK Healthcare Ltd)"	"Risperidone"	"500microgram"	"Orodispersible tablet"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Risperidone"
"86782"	NA	"83262021"	"Olanzapine 5mg/5ml oral suspension"	"Olanzapine"	"1mg/1ml"	"Oral suspension"	"Oral"	"04020102/04020300"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	2	"Olanzapine"
"86929"	NA	"54015021"	"Aripiprazole 5mg tablets (Aspire Pharma Ltd)"	"Aripiprazole"	"5mg"	"Tablet"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Aripiprazole"
"86970"	NA	"46521021"	"Aripiprazole 10mg orodispersible tablets sugar free (Accord Healthcare Ltd)"	"Aripiprazole"	"10mg"	"Orodispersible tablet"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Aripiprazole"
"87023"	NA	"04911020"	"Lamotrigine 25mg dispersible tablets sugar free (Alliance Healthcare (Distribution) Ltd)"	"Lamotrigine"	"25mg"	"Dispersible tablet"	"Oral"	"04020000/04080100"	"Products Used In Psychoses And Related Disorders/Control Of Epilepsy"	3	"Lamotrigine"
"87034"	NA	"79515021"	"Aripiprazole 15mg tablets (Milpharm Ltd)"	"Aripiprazole"	"15mg"	"Tablet"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Aripiprazole"
"87124"	NA	"38783020"	"Olanzapine 5mg orodispersible tablets sugar free (Dr Reddy's Laboratories (UK) Ltd)"	"Olanzapine"	"5mg"	"Orodispersible tablet"	"Oral"	"04020102/04020300"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	2	"Olanzapine"
"87431"	NA	"79514021"	"Aripiprazole 10mg tablets (Milpharm Ltd)"	"Aripiprazole"	"10mg"	"Tablet"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Aripiprazole"
"87450"	NA	"95992021"	"Risperidone 250microgram tablets (A A H Pharmaceuticals Ltd)"	"Risperidone"	"250microgram"	"Tablet"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Risperidone"
"87485"	NA	"69298020"	"Amisulpride 100mg tablets (A A H Pharmaceuticals Ltd)"	"Amisulpride"	"100mg"	"Tablet"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Amisulpride"
"87756"	NA	"89971021"	"Zaponex 100mg orodispersible tablets (Leyden Delta B.V.)"	"Clozapine"	"100mg"	"Orodispersible tablet"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Clozapine"
"87757"	NA	"89960021"	"Zaponex 200mg orodispersible tablets (Leyden Delta B.V.)"	"Clozapine"	"200mg"	"Orodispersible tablet"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Clozapine"
"87770"	NA	"79775021"	"Lamotrigine 100mg tablets (Milpharm Ltd)"	"Lamotrigine"	"100mg"	"Tablet"	"Oral"	"04020000/04080100"	"Products Used In Psychoses And Related Disorders/Control Of Epilepsy"	3	"Lamotrigine"
"87786"	NA	"79516021"	"Aripiprazole 30mg tablets (Milpharm Ltd)"	"Aripiprazole"	"30mg"	"Tablet"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Aripiprazole"
"87815"	NA	"01126022"	"Sodium valproate 200mg gastro-resistant tablets (DE Pharmaceuticals)"	"Sodium valproate"	"200mg"	"Gastro-resistant tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"87975"	NA	"75043020"	"Risperidone 1mg/ml oral solution sugar free (Teva UK Ltd)"	"Risperidone"	"1mg/1ml"	"Oral solution"	"Oral"	"04020102"	"Second-Generation Antipsychotic Drugs"	2	"Risperidone"
"87987"	NA	"35385020"	"Lamotrigine 25mg/5ml oral suspension"	"Lamotrigine"	"5mg/1ml"	"Oral suspension"	"Oral"	"04020000/04080100"	"Products Used In Psychoses And Related Disorders/Control Of Epilepsy"	3	"Lamotrigine"
"88116"	NA	"70829020"	"Chlorpromazine 25mg tablets (Dr Reddy's Laboratories (UK) Ltd)"	""	""	""	""	"04020101"	"First-Generation Antipsychotic Drugs"	1	"Chlorpromazine"
"88117"	NA	"70832020"	"Chlorpromazine 50mg tablets (Dr Reddy's Laboratories (UK) Ltd)"	""	""	""	""	"04020101"	"First-Generation Antipsychotic Drugs"	1	"Chlorpromazine"
"3358"	64895001000027104	"02048007"	"PRIADEL 800 MG TAB"	"Lithium"	""	""	""	"00000000"	"Unknown"	3	"Lithium"
"5617"	3921311000001104	"74587020"	"Convulex 300mg gastro-resistant capsules (Pfizer Ltd)"	"Valproate"	"300mg"	"Gastro-resistant capsule"	"Oral"	"04070402/04080100"	"Prophylaxis Of Migraine/Control Of Epilepsy"	3	"Valproate"
"5997"	3920911000001105	"74586020"	"Convulex 150mg gastro-resistant capsules (Pfizer Ltd)"	"Valproate"	"150mg"	"Gastro-resistant capsule"	"Oral"	"04070402/04080100"	"Prophylaxis Of Migraine/Control Of Epilepsy"	3	"Valproate"
"7985"	164065001000027104	"05648007"	"STEMETIL 2.5 MG SUP"	"Prochlorperazine"	""	""	""	"00000000"	"Unknown"	1	"Prochlorperazine"
"8043"	112145001000027104	"03657007"	"MODECATE 12.5 MG INJ"	"Fluphenazine"	""	""	""	"00000000"	"Unknown"	1	"Fluphenazine"
"8775"	132455001000027104	"04392007"	"STELAZINE TAB"	"Trifluoperazine"	""	""	""	"00000000"	"Unknown"	1	"Trifluoperazine"
"10689"	143195001000027104	"04799007"	"LARGACTIL FORTE SYR"	"Chlorpromazine"	""	""	""	"00000000"	"Unknown"	1	"Chlorpromazine"
"12356"	92815001000027104	"02978007"	"LARGACTIL 50 MG INJ"	"Chlorpromazine"	""	""	""	"00000000"	"Unknown"	1	"Chlorpromazine"
"12579"	95455001000027104	"03085007"	"RISPERDAL(3 MG) 3 MG TAB"	"Risperidone"	""	""	""	"00000000"	"Unknown"	2	"Risperidone"
"13391"	99635001000027104	"03241007"	"SERENACE 20 MG INJ"	"Haloperidol"	""	""	""	"00000000"	"Unknown"	1	"Haloperidol"
"15645"	114565001000027104	"03734007"	"HALDOL 20 MG TAB"	"Haloperidol"	""	""	""	"00000000"	"Unknown"	1	"Haloperidol"
"15650"	323009009	"74592020"	"Valproic acid 300mg gastro-resistant capsules"	"Valproate"	"300mg"	"Gastro-resistant capsule"	"Oral"	"04070402/04080100"	"Prophylaxis Of Migraine/Control Of Epilepsy"	3	"Valproate"
"16021"	323010004	"74593020"	"Valproic acid 500mg gastro-resistant capsules"	"Valproate"	"500mg"	"Gastro-resistant capsule"	"Oral"	"04070402/04080100"	"Prophylaxis Of Migraine/Control Of Epilepsy"	3	"Valproate"
"18023"	4083311000001100	"85211020"	"Seroquel tablets starter pack (AstraZeneca UK Ltd)"	"Quetiapine"	""	"Not applicable"	"Route of administration not applicable"	"00000000"	"Unknown"	2	"Quetiapine"
